id,timestamp,device,temperature,humidity,rssi,snr,frequency,spreading_factor,bandwidth,dev_eui,payload
1,2025-03-19 14:30:34.824,DHT-11,,,-36,11,923.2,10,125,d7790368c03b5eca,Invalid
2,2025-03-19 14:30:34.824,DHT-11,29.29,93,-36,11,923.2,10,125,d7790368c03b5eca,1d 1d 5d 00
3,2025-03-19 14:31:07.819,DHT-11,,,-47,7.5,923,10,125,d7790368c03b5eca,Invalid
4,2025-03-19 14:31:08.837,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
5,2025-03-19 14:31:44.549,DHT-11,,,-45,10.2,922.2,7,125,d7790368c03b5eca,Invalid
6,2025-03-19 14:31:45.192,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
7,2025-03-19 14:31:49.53,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
8,2025-03-19 14:31:49.172,DHT-11,,,-43,9.5,923.4,7,125,d7790368c03b5eca,Invalid
9,2025-03-19 14:36:55.975,DHT-11,29.29,93,-46,8.8,923.2,7,125,d7790368c03b5eca,1d 1d 5d 00
10,2025-03-19 14:37:01.099,DHT-11,,,-48,8.2,923.4,7,125,d7790368c03b5eca,Invalid
11,2025-03-19 14:37:01.458,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
12,2025-03-19 14:37:06.079,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
13,2025-03-19 14:37:05.73,DHT-11,,,-47,8.5,923.2,7,125,d7790368c03b5eca,Invalid
14,2025-03-19 14:42:07.906,DHT-11,29.29,92,-48,9.5,922.6,7,125,d7790368c03b5eca,1d 1d 5c 00
15,2025-03-19 14:47:10.079,DHT-11,29.29,93,-61,8.2,922.4,7,125,d7790368c03b5eca,1d 1d 5d 00
16,2025-03-19 14:52:12.255,DHT-11,29.29,93,-48,10.5,922.8,7,125,d7790368c03b5eca,1d 1d 5d 00
17,2025-03-19 15:02:16.609,DHT-11,28.89,93,-48,10,922.8,7,125,d7790368c03b5eca,1c 59 5d 00
18,2025-03-19 15:07:18.789,DHT-11,28.89,93,-49,9.8,922.2,7,125,d7790368c03b5eca,1c 59 5d 00
19,2025-03-19 15:12:20.955,DHT-11,28.89,93,-49,7.5,923,7,125,d7790368c03b5eca,1c 59 5d 00
20,2025-03-19 15:17:23.129,DHT-11,28.89,93,-52,11.5,923.4,7,125,d7790368c03b5eca,1c 59 5d 00
21,2025-03-19 15:22:25.312,DHT-11,28.89,94,-52,10,923.4,7,125,d7790368c03b5eca,1c 59 5e 00
22,2025-03-19 15:27:27.483,DHT-11,28.89,93,-48,9.8,923.2,7,125,d7790368c03b5eca,1c 59 5d 00
23,2025-03-19 15:32:29.663,DHT-11,29.29,94,-49,10.2,922.6,7,125,d7790368c03b5eca,1d 1d 5e 00
24,2025-03-19 15:37:31.846,DHT-11,29.29,93,-46,8.8,923.2,7,125,d7790368c03b5eca,1d 1d 5d 00
25,2025-03-19 15:42:34.017,DHT-11,28.89,93,-55,11.2,922.4,7,125,d7790368c03b5eca,1c 59 5d 00
26,2025-03-19 15:47:36.199,DHT-11,28.89,94,-54,9.5,923.2,7,125,d7790368c03b5eca,1c 59 5e 00
27,2025-03-19 15:52:38.37,DHT-11,28.89,94,-49,7.5,923,7,125,d7790368c03b5eca,1c 59 5e 00
28,2025-03-19 15:57:40.554,DHT-11,28.89,94,-55,11,923.4,7,125,d7790368c03b5eca,1c 59 5e 00
29,2025-03-19 16:02:47.859,DHT-11,28.89,93,-46,8.5,923.4,7,125,d7790368c03b5eca,1c 59 5d 00
30,2025-03-19 16:02:53.347,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
31,2025-03-19 16:02:52.99,DHT-11,,,-48,9.8,922.4,7,125,d7790368c03b5eca,Invalid
32,2025-03-19 16:02:57.976,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
33,2025-03-19 16:02:57.618,DHT-11,,,-48,9.2,922.6,7,125,d7790368c03b5eca,Invalid
34,2025-03-19 16:07:59.79,DHT-11,28.89,93,-47,10.8,922.2,7,125,d7790368c03b5eca,1c 59 5d 00
35,2025-03-19 16:08:05.294,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
36,2025-03-19 16:08:10.437,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
37,2025-03-19 16:13:12.236,DHT-11,28.89,92,-51,10.2,923.4,7,125,d7790368c03b5eca,1c 59 5c 00
38,2025-03-19 16:13:17.733,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
39,2025-03-19 16:13:22.884,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
40,2025-03-19 16:18:24.689,DHT-11,28.89,93,-45,9.5,922.8,7,125,d7790368c03b5eca,1c 59 5d 00
41,2025-03-19 16:18:30.183,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
42,2025-03-19 16:18:35.315,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
43,2025-03-19 16:23:42.269,DHT-11,28.89,93,-47,10.5,922.4,7,125,d7790368c03b5eca,1c 59 5d 00
44,2025-03-19 16:23:47.766,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
45,2025-03-19 16:28:49.58,DHT-11,28.89,93,-48,9.5,923.4,7,125,d7790368c03b5eca,1c 59 5d 00
46,2025-03-19 16:28:55.074,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
47,2025-03-19 16:29:00.212,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
48,2025-03-19 16:34:02.039,DHT-11,28.89,93,-47,9.2,923.4,7,125,d7790368c03b5eca,1c 59 5d 00
49,2025-03-19 16:34:07.519,DHT-11,,,,,,,,d7790368c03b5eca,Invalid
